url,name,details
https://medicament.ma/medicament/aerrane-liquide-pour-inhalation-2/,"AERRANE, Liquide pour inhalation [P]",Flacon de 250 ml - PPV: 756.00 dhs
https://medicament.ma/medicament/afinitor-5-mg-boite-de-30/,"AFINITOR 5 MG, Comprimé",Boite de 30 - PPV: 11832.00 dhs
https://medicament.ma/medicament/aflamic-15-mg-comprime/,"AFLAMIC 15 MG, Comprimé",Boite de 10 - PPV: 35.50 dhs
https://medicament.ma/medicament/aflamic-15-mg-comprime-2/,"AFLAMIC 15 MG, Comprimé",Boite de 20 - PPV: 72.60 dhs
https://medicament.ma/medicament/aflamic-15-mg-comprime-3/,"AFLAMIC 15 MG, Comprimé",Boite de 30 - PPV: 95.80 dhs
https://medicament.ma/medicament/aflamic-7-5-mg-comprime/,"AFLAMIC 7.5 MG, Comprimé",Boite de 10 - PPV: 26.20 dhs
https://medicament.ma/medicament/aflamic-7-5-mg-comprime-2/,"AFLAMIC 7.5 MG, Comprimé",Boite de 20 - PPV: 46.70 dhs
https://medicament.ma/medicament/aflamic-7-5-mg-comprime-3/,"AFLAMIC 7.5 MG, Comprimé",Boite de 30 - PPV: 66.40 dhs
https://medicament.ma/medicament/aflox-250mg-comprime/,"AFLOX 250 MG, Comprimé",Boite de  10 - PPV: 33.60 dhs
https://medicament.ma/medicament/aflox-500mg-comprime/,"AFLOX 500 MG, Comprimé",Boite de 10 - PPV: 55.10 dhs
https://medicament.ma/medicament/aflox-750mg-comprime/,"AFLOX 750 MG, Comprimé",Boite de 10 - PPV: 76.60 dhs
https://medicament.ma/medicament/afongis-150-mg-gelule/,"AFONGIS 150 MG, Gélule",Boîte de 1 - PPV: 18.20 dhs
https://medicament.ma/medicament/afongis-150-mg-gelule-3/,"AFONGIS 150 MG, Gélule",Boite de 4 - PPV: 55.10 dhs
https://medicament.ma/medicament/afongis-150-mg-gelule-4/,"AFONGIS 150 MG, Gélule",Boite de 7 - PPV: 92.50 dhs
https://medicament.ma/medicament/agenos-comprimes-effervescents/,"AGENOS , Comprimé effervescent",Boite de 20 - PPC: 65.00 dhs
https://medicament.ma/medicament/agiderm-2-creme/,"AGIDERM 2 %, Crème",Tube de 15 g - PPV: 26.20 dhs
https://medicament.ma/medicament/agiderm-2-pommade/,"AGIDERM 2 %, Pommade",Tube de 15 g - PPV: 23.40 dhs
https://medicament.ma/medicament/agifene-2-suspension-buvable-2/,"AGIFENE 2 %, Suspension buvable",Flacon de 150 ml - PPV: 22.50 dhs
https://medicament.ma/medicament/agifene-5-gel/,"AGIFENE 5 %, Gel",Tube de 50 g - PPV: 36.20 dhs
https://medicament.ma/medicament/aglim-1-mg-comprime/,"AGLIM 1 MG, Comprimé",Boite de 30 - PPV: 19.00 dhs
https://medicament.ma/medicament/aglim-2-mg-comprime/,"AGLIM 2 MG, Comprimé",Boite de 30 - PPV: 36.00 dhs
https://medicament.ma/medicament/aglim-3-mg-comprime/,"AGLIM 3 MG, Comprimé",Boite de 30 - PPV: 51.00 dhs
https://medicament.ma/medicament/aglim-3-mg-comprime-2/,"AGLIM 3 MG, Comprimé",Boite de 60 - PPV: 90.00 dhs
https://medicament.ma/medicament/aglim-4-mg-comprime/,"AGLIM 4 MG, Comprimé",Boite de 30 - PPV: 62.90 dhs
https://medicament.ma/medicament/aglim-4-mg-comprime-2/,"AGLIM 4 MG, Comprimé",Boite de 60 - PPV: 110.70 dhs
https://medicament.ma/medicament/agrastat-50-microgrammesml-solution-pour-perfusion/,"AGRASTAT 50 µG / ML, Solution pour perfusion",Poche de 250 ml - PPV: 2042.00 dhs
https://medicament.ma/medicament/agrel-75-mg-comprime-pellicule/,"AGREL 75 MG, Comprimé pelliculé",Boite de 28 - PPV: 189.80 dhs
https://medicament.ma/medicament/agrel-75-mg-comprime-pellicule-2/,"AGREL 75 MG, Comprimé pelliculé",Boite de 50 - PPV: 316.00 dhs
https://medicament.ma/medicament/agreter-75-mg-comprime/,"AGRETER 75 MG, Comprimé pelliculé",Boite de 14 - PPV: 110.00 dhs
https://medicament.ma/medicament/agreter-75-mg-comprime-2/,"AGRETER 75 MG, Comprimé pelliculé",Boite de 28 - PPV: 198.00 dhs
https://medicament.ma/medicament/agyrax-25-mg-comprime/,"AGYRAX 25 MG, Comprimé",Boîte de 30 - PPV: 23.40 dhs
https://medicament.ma/medicament/ainara-gel-vaginal-hydratant-muco-adhesif/,"AINARA, Gel vaginal hydratant muco-adhésif",Tube de 30 gr de gel avec un applicateur réutilisable - PPV: 97.00 dhs
https://medicament.ma/medicament/ainat-comprime/,"AINAT, Comprimé",boite de 30 - PPC: 79.50 dhs
https://medicament.ma/medicament/aircort-250%c2%b5g-suspension-pour-inhalation/,"AIRCORT 250 µG, Suspension pour inhalation",Flacon de 200 doses - PPV: 83.00 dhs
https://medicament.ma/medicament/airfastec-10-mg-comprime-a-croquer/,"AIRFASTEC 10 MG, Comprimé à croquer",Boite de 30 - PPV: 210.00 dhs
https://medicament.ma/medicament/airlix-10-mg-comprime/,"AIRLIX 10 MG, Comprimé",Boîte de 15 - PPV: 42.80 dhs
https://medicament.ma/medicament/airlix-10-mg-comprime-2/,"AIRLIX 10 MG, Comprimé",Boîte de 30 - PPV: 82.70 dhs
https://medicament.ma/medicament/airlix-5-mg5ml-sirop/,"AIRLIX 5 MG / 5 ML, Sirop",Flacon de 60 ml - PPV: 25.60 dhs
https://medicament.ma/medicament/airtal-comprime-enrobe/,"AIRTAL 100 MG, Comprimé enrobé",Boîte de 20 - PPV: 54.20 dhs
https://medicament.ma/medicament/akindex-adulte-0133g100-ml-sirop/,"AKINDEX ADULTE, Sirop",Flacon de 200 ml - PPV: 29.40 dhs
https://medicament.ma/medicament/akindex-enfant-0100-g100-ml-sirop/,"AKINDEX ENFANT, Sirop",Flacon de 125 ml - PPV: 18.10 dhs
https://medicament.ma/medicament/albunorm-20-g-solution-pour-perfusion/,"ALBUNORM 200 MG / ML, Solution pour perfusion",Flacon de 50 ml - PPV: 638.00 dhs
https://medicament.ma/medicament/albunorm-20-solution-pour-perfusion/,"ALBUNORM 200 MG / ML, Solution pour perfusion",Flacon de 100 ml - PPV: 1096.00 dhs
https://medicament.ma/medicament/albutein-20-solution-pour-perfusion-intraveineuse/,"ALBUTEIN 20 %, Solution pour perfusion intraveineuse",Boite de 1 flacon de 100 ML - PPV: 2932.00 dhs
https://medicament.ma/medicament/albutein-20-solution-pour-perfusion-intraveineuse-2/,"ALBUTEIN 20 %, Solution pour perfusion intraveineuse",1 flacon de 50 ML - PPV: 638.00 dhs
https://medicament.ma/medicament/alcasteril-antiseptique/,"ALCASTERIL, Antiseptique",Flacon de 125 ML - PPC: 69.00 dhs
https://medicament.ma/medicament/aldactazine-2515-mg-comprime/,"ALDACTAZINE 25 MG / 15 MG, Comprimé",Boîte de 20 - PPV: 39.30 dhs
https://medicament.ma/medicament/aldactone-50-mg-comprime/,"ALDACTONE 50 MG, Comprimé",Boîte de 20 - PPV: 56.80 dhs
https://medicament.ma/medicament/aldactone-75-mg-comprime/,"ALDACTONE 75 MG, Comprimé",Boîte de 20 - PPV: 103.80 dhs
https://medicament.ma/medicament/aldomet-500mg-comprime-enrobe/,"ALDOMET 500 MG, Comprimé enrobé",Boîte de 30 - PPV: 56.20 dhs
https://medicament.ma/medicament/aldopa-250-mg-comprime/,"ALDOPA 250 MG, Comprimé",Boîte de 30 - PPV: 35.50 dhs
https://medicament.ma/medicament/aldurazyme-100uml-solution-pour-perfusion/,"ALDURAZYME 100 U / ML, Solution pour perfusion",Flacon de 5 ml - PPV: 7547.00 dhs
https://medicament.ma/medicament/alecensa-150-mg-gelules/,"ALECENSA 150 MG, Gélules",Boite de 224 ( 4 emballages de 56 unités ) - PPV: 44479.00 dhs
https://medicament.ma/medicament/alepsia-200-mg-comprime/,"ALEPSIA 200 MG, Comprimé [P]",Boite de 50 - PPV: 44.00 dhs
https://medicament.ma/medicament/aler-z-10mg-comprime-pellicule/,"ALER-Z 10 MG, Comprimé pelliculé",Boîte de 7 - PPV: 21.50 dhs
https://medicament.ma/medicament/aler-z-10mg-comprime-pellicule-2/,"ALER-Z 10 MG, Comprimé pelliculé",Boîte de 14 - PPV: 39.90 dhs
https://medicament.ma/medicament/aler-z-10mg-comprime-pellicule-3/,"ALER-Z 10 MG, Comprimé pelliculé",Boîte de 28 - PPV: 77.20 dhs
https://medicament.ma/medicament/aler-z-solution-buvable/,"ALER-Z, Solution buvable",Flacon de 120 ml - PPV: 34.60 dhs
https://medicament.ma/medicament/alerchef-1-mg-ml-collyre/,"ALERCHEK 1 MG / ML, Collyre",Flacon de 5 ML - PPV: 59.30 dhs
https://medicament.ma/medicament/alfamox-1-g-poudre-pour-suspension-buvable-en-sachet/,"ALFAMOX 1 G, Poudre pour suspension buvable en sachet",Boîte de 14 - PPV: 59.90 dhs
https://medicament.ma/medicament/1lfamox-125-mg-5ml-poudre-pour-suspension-buvable/,"ALFAMOX 125 MG / 5ML, Poudre pour suspension buvable",2 flacons de 60 ML - PPV: 24.90 dhs
https://medicament.ma/medicament/alfamox-250-mg5-ml-poudre-pour-suspension-buvable/,"ALFAMOX 250 MG / 5 ML, Poudre pour suspension buvable",Flacon de 100 ml - PPV: 39.20 dhs
https://medicament.ma/medicament/alfamox-250-mg-5ml-poudre-pour-suspension-buvable/,"ALFAMOX 250 MG / 5ML, Poudre pour suspension buvable",2 flacons de 60 ml - PPV: 37.70 dhs
https://medicament.ma/medicament/alfamox-250-mg-poudre-pour-suspension-buvable-en-sachet/,"ALFAMOX 250 MG, Poudre pour suspension buvable en sachet",Boîte de 14 - PPV: 28.60 dhs
https://medicament.ma/medicament/alfamox-500-mg-mg-5ml-poudre-pour-suspension-buvable/,"ALFAMOX 500 MG / 5ML, Poudre pour suspension buvable",2 flacons de 60 ML - PPV: 54.40 dhs
https://medicament.ma/medicament/alfamox-500-mg-poudre-pour-suspension-buvable-en-sachet/,"ALFAMOX 500 MG, Poudre pour suspension buvable en sachet",Boîte de 14 - PPV: 42.00 dhs
https://medicament.ma/medicament/alfaproxine-250-mg-comprime-pellicule/,"ALFAPROXINE 250 MG, Comprimé pelliculé",Boîte de 10 - PPV: 51.40 dhs
https://medicament.ma/medicament/alfaproxine-500-mg-comprime-pellicule-2/,"ALFAPROXINE 500 MG, Comprimé pelliculé",Boîte de 16 - PPV: 158.90 dhs
https://medicament.ma/medicament/alfaproxine-500-mg-comprime-pellicule-3/,"ALFAPROXINE 500 MG, Comprimé pelliculé",Boîte de 20 - PPV: 131.60 dhs
https://medicament.ma/medicament/alfaproxine-500-mg-comprime-pellicule-4/,"ALFAPROXINE 500 MG, Comprimé pelliculé",Boîte de 10 - PPV: 74.80 dhs
https://medicament.ma/medicament/alfaproxine-750-mg-comprime-pellicule/,"ALFAPROXINE 750 MG, Comprimé pelliculé",Boîte de 10 - PPV: 182.20 dhs
https://medicament.ma/medicament/alfatil-125-mg5-ml-granules-pour-suspension-buvable/,"ALFATIL 125 MG / 5 ML, Granules pour suspension buvable",Flacon de 60 ml - PPV: 43.50 dhs
https://medicament.ma/medicament/alfatil-250-mg5ml-granules-pour-suspension-buvable/,"ALFATIL 250 MG / 5 ML, Granules pour Suspension buvable",Flacon de 60 ml - PPV: 69.20 dhs
https://medicament.ma/medicament/alfatil-500mg-comprime-dispersible/,"ALFATIL 500 MG, Comprimé dispersible",Boîte de 12 - PPV: 156.50 dhs
https://medicament.ma/medicament/aflorex-gelule/,"ALFLOREX, Gelule",Boite de 30 - PPC: 275.00 dhs
https://medicament.ma/medicament/algantil-2-suspension-buvable/,"ALGANTIL 2 %, Suspension buvable",Flacon de 150 ml - PPV: 20.60 dhs
https://medicament.ma/medicament/algantil-200-mg-comprime-effervescent-2/,"ALGANTIL 200 MG, Comprimé effervescent",Boîte de 10 - PPV: 13.90 dhs
